MaDH,MaSP,SoLuong,MucGiamGia
DH00469,SP001,5,0.0
DH00470,SP006,1,0.0
DH00471,SP006,5,0.05
DH00472,SP007,1,0.0
DH00472,SP002,1,0.0
DH00472,SP006,999,0.0
DH00473,SP004,4,0.0
DH00474,SP006,999,0.2
DH00474,SP001,3,0.0
DH00474,SP005,3,0.0
DH00475,SP006,5,0.1
DH00475,SP007,-5,0.05
DH00475,SP004,3,0.0
DH00476,SP005,2,0.2
DH00476,SP004,5,0.1
DH00477,SP005,5,0.0
DH00477,SP002,2,0.2
DH00477,SP004,3,0.0
DH00478,SP007,5,0.05
DH00479,SP007,4,0.0
DH00480,SP007,5,0.05
DH00481,SP005,5,0.1
DH00481,SP003,1,0.0
DH00482,SP008,1,0.05
DH00483,SP004,4,0.2
DH00484,SP007,1,0.1
DH00484,SP006,3,0.05
DH00484,SP002,3,0.1
DH00485,SP005,2,0.0
DH00485,SP006,2,0.05
DH00486,SP005,1,0.05
DH00486,SP004,2,0.2
DH00487,SP003,3,0.1
DH00487,SP008,3,0.05
DH00488,SP007,3,0.0
DH00489,SP005,5,0.2
DH00489,SP007,3,0.1
DH00490,SP003,4,0.2
DH00490,SP004,1,0.1
DH00491,SP008,4,0.1
DH00491,SP001,1,0.2
DH00491,SP006,4,0.1
DH00492,SP002,4,0.0
DH00492,SP001,1,0.0
DH00492,SP003,5,0.1
DH00493,SP002,4,0.0
DH00494,SP001,5,0.0
DH00495,SP008,1,0.05
DH00496,SP006,3,0.0
DH00496,SP005,2,0.05
DH00496,SP002,999,0.0
DH00497,SP002,5,0.1
DH00498,SP008,4,0.0
DH00499,SP006,4,0.0
DH00500,SP001,5,0.0
DH00500,SP004,2,0.1
DH00501,SP002,5,0.0
DH00501,SP001,4,0.0
DH00501,SP008,5,0.0
DH00502,SP002,1,0.05
DH00503,SP008,4,0.2
DH00503,SP007,1,0.0
DH00504,SP002,2,0.05
DH00504,SP001,3,0.0
DH00504,SP007,2,0.0
DH00505,SP008,5,0.0
DH00506,SP002,5,0.05
DH00506,SP001,3,0.1
DH00507,SP006,1,0.0
DH00508,SP004,2,0.0
DH00508,SP001,1,0.05
DH00509,SP004,3,0.1
DH00509,SP005,1,0.0
DH00509,SP001,-1,0.05
DH00510,SP002,3,0.2
DH00511,SP004,4,0.0
DH00511,SP008,4,0.2
DH00512,SP005,2,0.2
DH00512,SP004,5,0.0
DH00512,SP001,4,0.2
DH00513,SP001,3,0.2
DH00514,SP007,4,0.1
DH00515,SP002,2,0.0
DH00516,SP006,3,0.05
DH00516,SP003,1,0.0
DH00516,SP004,5,0.05
DH00517,SP001,5,0.0
DH00518,SP005,2,0.0
DH00519,SP008,5,0.0
DH00519,SP006,3,0.05
DH00520,SP008,5,0.1
DH00520,SP002,4,0.0
DH00520,SP005,1,0.0
DH00521,SP006,2,0.0
DH00521,SP005,5,0.0
DH00521,SP002,1,0.2
DH00522,SP006,1,0.05
DH00522,SP004,1,0.05
DH00523,SP008,2,0.05
DH00523,SP007,4,0.05
DH00523,SP002,4,0.0
DH00524,SP008,4,0.1
DH00524,SP001,4,0.0
DH00524,SP007,2,0.0
DH00525,SP008,1,0.0
DH00526,SP006,2,0.2
DH00527,SP006,999,0.2
DH00528,SP008,5,0.0
DH00528,SP006,4,0.0
DH00529,SP001,4,0.0
DH00530,SP001,3,0.0
DH00531,SP004,5,0.05
DH00531,SP005,2,0.1
DH00531,SP007,4,0.1
DH00532,SP008,1,0.2
DH00532,SP007,2,0.2
DH00533,SP004,1,0.0
DH00533,SP002,3,0.2
DH00534,SP005,4,0.2
DH00535,SP004,3,0.05
DH00535,SP002,2,0.0
DH00536,SP002,1,0.0
DH00537,SP005,5,0.05
DH00537,SP002,2,0.0
DH00537,SP001,1,0.0
DH00538,SP004,4,0.2
DH00538,SP006,3,0.05
DH00539,SP005,1,0.05
DH00539,SP003,5,0.05
DH00539,SP004,999,0.0
DH00540,SP002,3,0.0
DH00540,SP005,5,0.05
DH00540,SP004,4,0.0
DH00541,SP001,5,0.2
DH00541,SP007,1,0.1
DH00542,SP004,4,0.0
DH00542,SP001,3,0.0
DH00542,SP005,5,0.0
DH00543,SP005,2,0.0
DH00544,SP007,999,0.0
DH00544,SP005,999,0.1
DH00544,SP004,4,0.1
DH00545,SP005,3,0.0
DH00546,SP001,-4,0.0
DH00547,SP008,4,0.0
DH00547,SP003,5,0.0
DH00548,SP007,1,0.2
DH00548,SP003,-1,0.1
DH00549,SP003,1,0.0
DH00549,SP004,1,0.0
DH00549,SP006,5,0.05
DH00550,SP006,2,0.0
DH00550,SP007,1,0.0
DH00550,SP004,999,0.05
DH00551,SP004,1,0.05
DH00551,SP008,4,0.2
DH00552,SP008,1,0.1
DH00553,SP008,4,0.2
DH00554,SP006,1,0.0
DH00554,SP002,1,0.0
DH00554,SP001,4,0.0
DH00555,SP005,2,0.2
DH00556,SP001,2,0.2
DH00556,SP008,5,0.1
DH00556,SP007,5,0.0
DH00557,SP001,5,0.2
DH00557,SP007,4,0.05
DH00557,SP005,2,0.05
DH00558,SP002,3,0.2
DH00558,SP005,5,0.05
DH00558,SP004,1,0.0
DH00559,SP003,1,0.0
DH00560,SP008,4,0.0
DH00560,SP002,1,0.0
DH00561,SP004,2,0.2
DH00561,SP005,2,0.0
DH00561,SP008,1,0.1
DH00562,SP002,2,0.2
DH00562,SP005,5,0.05
DH00563,SP006,2,0.0
DH00563,SP001,4,0.05
DH00563,SP007,1,0.0
DH00564,SP007,1,0.0
DH00564,SP002,4,0.05
DH00565,SP005,3,0.0
DH00566,SP007,-1,0.0
DH00566,SP006,4,0.05
DH00566,SP002,1,0.0
DH00567,SP003,2,0.05
DH00568,SP004,2,0.1
DH00568,SP005,2,0.2
DH00568,SP006,2,0.1
DH00569,SP007,4,0.05
DH00569,SP005,1,0.0
DH00569,SP002,3,0.0
DH00570,SP005,2,0.05
DH00571,SP001,5,0.0
DH00571,SP004,1,0.05
DH00571,SP002,4,0.2
DH00572,SP004,3,0.1
DH00573,SP007,3,0.1
DH00574,SP005,1,0.05
DH00575,SP001,2,0.0
DH00575,SP003,5,0.1
DH00575,SP005,-4,0.0
DH00576,SP003,-4,0.2
DH00576,SP002,4,0.0
DH00576,SP004,4,0.1
DH00577,SP004,5,0.2
DH00577,SP007,1,0.0
DH00577,SP005,3,0.0
DH00578,SP007,5,0.0
DH00579,SP007,4,0.2
DH00579,SP001,3,0.2
DH00580,SP003,3,0.2
DH00580,SP002,2,0.05
DH00581,SP006,4,0.05
DH00582,SP008,2,0.05
DH00582,SP001,5,0.2
DH00582,SP006,1,0.0
DH00583,SP005,3,0.0
DH00583,SP001,1,0.2
DH00584,SP001,1,0.2
DH00584,SP005,4,0.1
DH00585,SP004,4,0.2
DH00585,SP008,1,0.0
DH00586,SP002,-3,0.1
DH00586,SP007,999,0.05
DH00587,SP001,999,0.0
DH00587,SP002,5,0.0
DH00588,SP004,4,0.05
DH00589,SP005,2,0.0
DH00590,SP007,1,0.0
DH00590,SP004,5,0.0
DH00591,SP005,3,0.2
DH00591,SP001,2,0.2
DH00592,SP006,5,0.0
DH00592,SP002,3,0.1
DH00592,SP005,4,0.2
DH00593,SP008,4,0.0
DH00593,SP005,3,0.1
DH00594,SP008,1,0.2
DH00594,SP004,5,0.0
DH00595,SP004,3,0.0
DH00596,SP003,1,0.2
DH00596,SP006,3,0.0
DH00597,SP006,2,0.0
DH00597,SP004,5,0.0
DH00597,SP008,1,0.2
DH00598,SP006,3,0.0
DH00598,SP004,3,0.2
DH00599,SP002,5,0.05
DH00599,SP001,5,0.0
DH00600,SP003,5,0.05
DH00600,SP002,1,0.0
DH00600,SP006,1,0.2
DH00601,SP004,5,0.2
DH00601,SP006,-1,0.2
DH00602,SP007,4,0.2
DH00602,SP005,1,0.05
DH00603,SP006,1,0.0
DH00603,SP008,5,0.0
DH00604,SP003,3,0.05
DH00604,SP005,4,0.0
DH00605,SP007,1,0.1
DH00605,SP008,999,0.0
DH00606,SP008,5,0.0
DH00606,SP001,5,0.0
DH00607,SP004,3,0.1
DH00608,SP007,4,0.05
DH00609,SP006,2,0.0
DH00610,SP003,4,0.0
DH00611,SP003,1,0.1
DH00611,SP005,2,0.2
DH00612,SP004,999,0.0
DH00612,SP001,1,0.2
DH00613,SP004,3,0.1
DH00614,SP007,2,0.05
DH00614,SP006,1,0.0
DH00614,SP004,5,0.2
DH00615,SP004,4,0.0
DH00615,SP008,3,0.0
DH00615,SP002,2,0.1
DH00616,SP005,1,0.2
DH00616,SP007,3,0.0
DH00616,SP008,3,0.0
DH00617,SP006,1,0.1
DH00617,SP002,-1,0.0
DH00617,SP001,4,0.05
DH00618,SP003,1,0.1
DH00618,SP007,1,0.2
DH00619,SP002,3,0.05
DH00619,SP001,2,0.0
DH00620,SP008,4,0.0
DH00620,SP004,5,0.0
DH00620,SP005,4,0.1
DH00621,SP004,5,0.0
DH00621,SP002,4,0.0
DH00622,SP004,-1,0.2
DH00623,SP005,1,0.0
DH00624,SP005,4,0.0
DH00624,SP008,3,0.2
DH00625,SP006,5,0.2
DH00626,SP006,1,0.0
DH00626,SP004,4,0.2
DH00627,SP003,2,0.05
DH00627,SP002,3,0.05
DH00628,SP006,5,0.2
DH00628,SP003,5,0.2
DH00628,SP005,3,0.1
DH00629,SP003,1,0.0
DH00629,SP007,1,0.1
DH00630,SP006,5,0.0
DH00631,SP002,3,0.05
DH00631,SP006,4,0.0
DH00632,SP001,3,0.1
DH00632,SP004,4,0.0
DH00633,SP002,3,0.1
DH00634,SP001,5,0.1
DH00634,SP005,1,0.0
DH00634,SP008,5,0.0
DH00635,SP002,3,0.0
DH00635,SP005,5,0.0
DH00635,SP006,3,0.0
DH00636,SP007,2,0.0
DH00636,SP006,1,0.0
DH00636,SP004,2,0.2
DH00637,SP005,4,0.2
DH00637,SP003,3,0.2
DH00638,SP001,-5,0.2
DH00638,SP005,1,0.0
DH00639,SP008,2,0.1
DH00639,SP003,3,0.05
DH00640,SP001,3,0.0
DH00641,SP004,5,0.0
DH00642,SP008,3,0.05
DH00642,SP006,4,0.1
DH00643,SP001,1,0.0
DH00644,SP005,3,0.0
DH00644,SP003,3,0.05
DH00644,SP008,2,0.1
DH00645,SP007,3,0.0
DH00646,SP005,2,0.0
DH00646,SP003,1,0.05
DH00647,SP008,1,0.1
DH00647,SP001,5,0.0
DH00648,SP007,3,0.05
DH00648,SP005,4,0.1
DH00649,SP006,2,0.05
DH00649,SP004,999,0.0
DH00650,SP006,4,0.2
DH00651,SP005,4,0.0
DH00652,SP003,1,0.2
DH00652,SP006,1,0.2
DH00653,SP007,2,0.0
DH00653,SP005,1,0.0
DH00654,SP002,5,0.05
DH00655,SP003,4,0.0
DH00655,SP007,3,0.0
DH00655,SP004,5,0.05
DH00656,SP002,2,0.0
DH00657,SP006,1,0.1
DH00657,SP007,5,0.1
DH00658,SP004,-5,0.2
DH00658,SP001,4,0.05
DH00658,SP007,1,0.0
DH00659,SP006,5,0.0
DH00659,SP005,2,0.0
DH00659,SP001,3,0.0
DH00660,SP002,3,0.0
DH00660,SP008,5,0.0
DH00661,SP008,1,0.0
DH00661,SP003,2,0.1
DH00662,SP006,3,0.0
DH00663,SP004,1,0.2
DH00663,SP003,2,0.05
DH00663,SP008,1,0.0
DH00664,SP007,4,0.0
DH00665,SP004,1,0.0
DH00665,SP001,3,0.0
DH00666,SP001,3,0.1
DH00666,SP002,5,0.1
DH00667,SP002,5,0.0
DH00667,SP008,3,0.0
DH00668,SP002,3,0.0
DH00668,SP007,1,0.2
DH00668,SP006,3,0.2
DH00669,SP006,1,0.05
DH00670,SP008,5,0.05
DH00670,SP002,5,0.0
DH00670,SP003,5,0.2
DH00671,SP005,2,0.2
DH00672,SP006,3,0.2
DH00673,SP006,4,0.1
DH00673,SP003,5,0.0
DH00674,SP007,1,0.0
DH00674,SP008,3,0.0
DH00675,SP006,1,0.0
DH00675,SP005,4,0.0
DH00675,SP004,1,0.1
DH00676,SP002,4,0.2
DH00676,SP007,999,0.0
DH00677,SP001,5,0.0
DH00677,SP004,2,0.2
DH00678,SP005,3,0.0
DH00678,SP004,5,0.2
DH00679,SP002,2,0.0
DH00679,SP004,3,0.2
DH00679,SP007,4,0.0
DH00680,SP004,3,0.0
DH00680,SP007,1,0.2
DH00680,SP008,3,0.0
DH00681,SP004,4,0.0
DH00682,SP008,3,0.05
DH00682,SP005,4,0.0
DH00682,SP003,3,0.0
DH00683,SP005,5,0.2
DH00683,SP003,1,0.05
DH00683,SP008,4,0.0
DH00684,SP004,4,0.05
DH00684,SP003,2,0.0
DH00684,SP005,1,0.0
DH00685,SP006,3,0.0
DH00685,SP001,5,0.1
DH00685,SP004,2,0.0
DH00686,SP007,5,0.0
DH00686,SP006,5,0.0
DH00686,SP004,3,0.05
DH00687,SP004,3,0.0
DH00688,SP006,-2,0.05
DH00689,SP004,4,0.0
DH00689,SP007,-1,0.2
DH00690,SP006,1,0.0
DH00690,SP003,4,0.2
DH00690,SP005,1,0.0
DH00691,SP005,2,0.1
DH00691,SP008,1,0.05
DH00692,SP001,2,0.0
DH00692,SP002,2,0.2
DH00693,SP006,2,0.0
DH00694,SP008,2,0.0
DH00694,SP007,2,0.0
DH00694,SP001,1,0.1
DH00695,SP004,1,0.1
DH00696,SP007,4,0.2
DH00696,SP003,1,0.1
DH00697,SP003,5,0.0
DH00698,SP003,1,0.0
DH00698,SP008,5,0.0
DH00699,SP007,3,0.05
DH00699,SP002,3,0.0
DH00699,SP004,1,0.2
DH00700,SP007,999,0.05
DH00701,SP003,4,0.2
DH00701,SP006,5,0.0
DH00702,SP007,3,0.05
DH00703,SP004,3,0.0
DH00704,SP008,5,0.1
DH00705,SP003,2,0.0
DH00705,SP004,2,0.0
DH00705,SP008,4,0.2
DH00706,SP008,5,0.0
DH00706,SP006,3,0.05
DH00707,SP001,5,0.2
DH00707,SP005,2,0.1
DH00708,SP008,5,0.0
DH00708,SP005,3,0.0
DH00709,SP004,3,0.0
DH00710,SP005,4,0.0
DH00711,SP005,3,0.0
DH00711,SP004,1,0.0
DH00712,SP007,5,0.0
DH00712,SP002,2,0.1
DH00712,SP001,4,0.1
DH00713,SP003,4,0.1
DH00713,SP007,1,0.2
DH00714,SP004,1,0.0
DH00715,SP003,1,0.05
DH00715,SP001,1,0.05
DH00716,SP002,-3,0.0
DH00716,SP004,4,0.2
DH00717,SP004,5,0.0
DH00717,SP002,2,0.1
DH00718,SP007,1,0.0
DH00718,SP001,3,0.0
DH00718,SP004,-4,0.1
DH00719,SP004,5,0.0
DH00719,SP007,4,0.2
DH00720,SP005,5,0.2
DH00720,SP003,4,0.0
DH00720,SP006,1,0.0
DH00721,SP005,1,0.2
DH00721,SP008,1,0.1
DH00722,SP007,1,0.0
DH00723,SP002,5,0.0
DH00723,SP001,5,0.05
DH00723,SP004,5,0.0
DH00724,SP005,2,0.2
DH00724,SP008,2,0.0
DH00724,SP002,1,0.0
DH00725,SP001,3,0.05
DH00726,SP005,1,0.1
DH00726,SP006,4,0.0
DH00727,SP005,5,0.0
DH00728,SP001,5,0.1
DH00728,SP008,4,0.0
DH00729,SP004,3,0.0
DH00729,SP006,2,0.05
DH00729,SP001,2,0.0
DH00730,SP003,3,0.0
DH00730,SP006,3,0.2
DH00730,SP008,1,0.0
DH00731,SP004,1,0.2
DH00731,SP008,-1,0.0
DH00732,SP007,1,0.0
DH00733,SP007,1,0.05
DH00734,SP007,5,0.0
DH00735,SP005,5,0.0
DH00735,SP001,3,0.2
DH00736,SP003,3,0.2
DH00737,SP001,1,0.1
DH00737,SP003,-1,0.0
DH00737,SP006,3,0.1
DH00738,SP001,5,0.1
DH00738,SP008,5,0.1
DH00739,SP005,3,0.0
DH00739,SP001,4,0.2
DH00740,SP001,4,0.0
DH00740,SP005,2,0.0
DH00740,SP006,2,0.0
DH00741,SP002,5,0.1
DH00741,SP007,1,0.2
DH00741,SP001,5,0.05
DH00742,SP001,3,0.2
DH00743,SP004,1,0.0
DH00743,SP008,3,0.0
DH00743,SP003,1,0.0
DH00744,SP007,3,0.0
DH00745,SP004,2,0.0
DH00746,SP008,4,0.0
DH00746,SP007,2,0.2
DH00746,SP001,4,0.0
DH00747,SP005,3,0.0
DH00748,SP002,2,0.05
DH00748,SP005,5,0.1
DH00748,SP003,1,0.0
DH00749,SP002,2,0.0
DH00749,SP008,4,0.0
DH00749,SP004,5,0.05
DH00750,SP001,3,0.2
DH00750,SP006,1,0.2
DH00750,SP008,2,0.2
DH00751,SP007,5,0.0
DH00751,SP003,4,0.0
DH00752,SP001,5,0.0
DH00753,SP005,4,0.1
DH00753,SP008,2,0.1
DH00754,SP007,3,0.2
DH00755,SP003,-5,0.2
DH00756,SP003,5,0.1
DH00757,SP008,4,0.1
DH00758,SP003,2,0.0
DH00758,SP002,5,0.0
DH00758,SP004,-2,0.0
DH00759,SP001,1,0.0
DH00759,SP007,4,0.0
DH00759,SP003,2,0.1
DH00760,SP006,5,0.0
DH00760,SP001,2,0.05
DH00760,SP004,5,0.0
DH00761,SP006,2,0.1
DH00762,SP007,1,0.0
DH00763,SP004,4,0.0
DH00763,SP001,5,0.1
DH00763,SP006,3,0.1
DH00764,SP007,1,0.0
DH00765,SP004,2,0.05
DH00766,SP003,3,0.0
DH00766,SP004,-3,0.0
DH00766,SP001,2,0.05
DH00767,SP006,5,0.2
DH00767,SP007,5,0.0
DH00768,SP006,2,0.0
DH00769,SP006,4,0.2
DH00769,SP001,5,0.2
DH00769,SP003,2,0.05
DH00770,SP006,1,0.2
DH00771,SP001,1,0.1
DH00772,SP007,5,0.0
DH00772,SP001,4,0.05
DH00773,SP001,3,0.05
DH00773,SP005,5,0.0
DH00773,SP006,999,0.05
DH00774,SP003,5,0.1
DH00774,SP004,5,0.05
DH00775,SP008,1,0.1
DH00776,SP005,999,0.05
DH00776,SP002,1,0.05
DH00776,SP007,2,0.05
DH00777,SP008,4,0.0
DH00777,SP001,4,0.0
DH00778,SP001,5,0.1
DH00778,SP002,999,0.05
DH00778,SP003,4,0.0
DH00779,SP005,2,0.05
DH00779,SP007,3,0.0
DH00779,SP004,3,0.2
DH00780,SP001,1,0.0
DH00781,SP001,2,0.0
DH00782,SP001,4,0.05
DH00783,SP002,-1,0.1
DH00784,SP002,5,0.1
DH00784,SP003,1,0.0
DH00785,SP005,5,0.1
DH00785,SP006,3,0.0
DH00785,SP004,2,0.05
DH00786,SP003,5,0.0
DH00787,SP007,3,0.05
DH00787,SP004,1,0.0
DH00787,SP001,4,0.1
DH00788,SP008,4,0.0
DH00789,SP006,1,0.0
DH00789,SP001,5,0.05
DH00790,SP004,3,0.1
DH00790,SP003,4,0.2
DH00790,SP008,2,0.2
DH00791,SP003,5,0.0
DH00791,SP002,5,0.0
DH00792,SP006,3,0.0
DH00792,SP004,3,0.0
DH00792,SP008,3,0.2
DH00793,SP003,4,0.0
DH00793,SP007,4,0.0
DH00794,SP005,999,0.0
DH00794,SP004,5,0.2
DH00795,SP003,5,0.0
DH00795,SP007,2,0.05
DH00796,SP006,5,0.2
DH00796,SP005,4,0.0
DH00797,SP004,3,0.05
DH00797,SP005,5,0.0
DH00798,SP002,2,0.1
DH00798,SP004,1,0.05
DH00798,SP005,1,0.0
DH00799,SP007,3,0.1
DH00799,SP005,2,0.0
DH00800,SP005,3,0.0
DH00800,SP006,2,0.0
DH00800,SP003,1,0.0
DH00801,SP007,2,0.0
DH00801,SP008,4,0.0
DH00801,SP002,2,0.0
DH00802,SP002,2,0.05
DH00802,SP005,5,0.2
DH00803,SP006,5,0.2
DH00803,SP004,5,0.0
DH00803,SP003,5,0.0
DH00804,SP007,5,0.0
DH00804,SP008,5,0.1
DH00805,SP008,2,0.05
DH00805,SP003,4,0.0
DH00806,SP003,4,0.0
DH00806,SP001,2,0.0
DH00806,SP005,2,0.0
DH00807,SP003,1,0.0
DH00807,SP004,5,0.0
DH00808,SP002,-3,0.2
DH00808,SP003,1,0.05
DH00808,SP006,5,0.05
DH00809,SP003,1,0.2
DH00810,SP006,2,0.0
DH00810,SP007,1,0.1
DH00810,SP004,5,0.1
DH00811,SP001,4,0.2
DH00811,SP007,4,0.0
DH00812,SP004,3,0.05
DH00812,SP006,1,0.1
DH00812,SP007,3,0.0
DH00813,SP002,3,0.0
DH00813,SP004,4,0.2
DH00814,SP006,999,0.0
DH00815,SP007,5,0.2
DH00815,SP005,1,0.0
DH00815,SP003,3,0.2
DH00816,SP007,5,0.1
DH00817,SP003,1,0.0
DH00817,SP006,5,0.0
DH00818,SP007,3,0.1
DH00819,SP001,1,0.0
DH00819,SP002,2,0.0
DH00820,SP008,1,0.1
DH00821,SP003,2,0.2
DH00822,SP008,-1,0.0
DH00823,SP005,5,0.05
DH00823,SP001,5,0.05
DH00823,SP004,1,0.0
DH00824,SP003,2,0.0
DH00825,SP006,3,0.0
DH00825,SP008,2,0.05
DH00826,SP001,5,0.2
DH00826,SP005,3,0.05
DH00827,SP006,-5,0.2
DH00827,SP004,1,0.05
DH00827,SP005,5,0.2
DH00828,SP005,1,0.0
DH00828,SP001,3,0.2
DH00828,SP003,3,0.0
DH00829,SP001,-4,0.2
DH00829,SP004,1,0.1
DH00830,SP006,3,0.0
DH00830,SP003,3,0.0
DH00831,SP006,1,0.05
DH00832,SP007,4,0.0
DH00832,SP004,1,0.2
DH00833,SP002,2,0.05
DH00833,SP001,5,0.0
DH00834,SP001,4,0.1
DH00835,SP003,2,0.0
DH00835,SP001,-4,0.0
DH00836,SP006,3,0.05
DH00837,SP005,5,0.1
DH00837,SP008,4,0.2
DH00838,SP001,5,0.0
DH00838,SP004,1,0.05
DH00839,SP003,1,0.2
DH00840,SP003,5,0.0
DH00840,SP008,4,0.1
DH00841,SP004,5,0.0
DH00841,SP003,4,0.2
DH00841,SP007,5,0.05
DH00842,SP007,1,0.0
DH00843,SP004,3,0.0
DH00843,SP003,5,0.0
DH00843,SP002,2,0.1
DH00844,SP007,4,0.0
DH00844,SP002,2,0.0
DH00845,SP005,3,0.0
DH00845,SP008,2,0.05
DH00846,SP006,2,0.0
DH00846,SP007,-1,0.2
DH00846,SP001,1,0.0
DH00847,SP004,2,0.1
DH00847,SP007,4,0.2
DH00847,SP003,4,0.0
DH00848,SP008,3,0.0
DH00848,SP005,4,0.1
DH00848,SP007,2,0.2
DH00849,SP002,4,0.0
DH00849,SP005,4,0.0
DH00850,SP007,4,0.0
DH00850,SP006,3,0.1
DH00851,SP001,-4,0.0
DH00851,SP003,3,0.1
DH00851,SP006,2,0.1
DH00852,SP005,3,0.2
DH00852,SP008,1,0.05
DH00853,SP008,5,0.0
DH00853,SP002,3,0.05
DH00854,SP007,1,0.0
DH00854,SP004,3,0.0
DH00855,SP006,3,0.0
DH00855,SP007,2,0.0
DH00856,SP007,1,0.2
DH00856,SP002,2,0.0
DH00856,SP004,5,0.0
DH00857,SP001,4,0.1
DH00857,SP008,4,0.0
DH00857,SP002,1,0.1
DH00858,SP007,4,0.2
DH00858,SP006,2,0.0
DH00859,SP007,1,0.2
DH00859,SP008,4,0.0
DH00859,SP003,3,0.0
DH00860,SP005,3,0.05
DH00860,SP008,4,0.0
DH00861,SP007,5,0.1
DH00861,SP001,1,0.0
DH00861,SP008,4,0.0
DH00862,SP006,4,0.0
DH00863,SP008,5,0.2
DH00864,SP007,2,0.05
DH00864,SP006,3,0.0
DH00864,SP005,-5,0.2
DH00865,SP001,2,0.0
DH00866,SP003,3,0.0
DH00866,SP004,4,0.05
DH00867,SP008,3,0.2
DH00868,SP003,5,0.2
DH00868,SP007,4,0.0
DH00868,SP008,1,0.2
DH00869,SP007,1,0.0
DH00869,SP001,3,0.0
DH00869,SP006,2,0.2
DH00870,SP007,2,0.0
DH00870,SP005,2,0.05
DH00871,SP003,5,0.0
DH00871,SP002,2,0.0
DH00871,SP007,3,0.2
DH00872,SP007,2,0.0
DH00872,SP002,1,0.2
DH00872,SP004,1,0.1
DH00873,SP002,-4,0.2
DH00874,SP002,5,0.0
DH00875,SP001,3,0.1
DH00875,SP007,4,0.05
DH00876,SP006,2,0.0
DH00876,SP005,1,0.0
DH00876,SP003,3,0.0
DH00877,SP002,4,0.1
DH00877,SP007,1,0.1
DH00877,SP001,5,0.05
DH00878,SP002,3,0.0
DH00879,SP007,3,0.2
DH00880,SP006,1,0.0
DH00880,SP005,5,0.0
DH00880,SP004,4,0.05
DH00881,SP005,2,0.2
DH00881,SP006,2,0.0
DH00882,SP007,3,0.1
DH00883,SP003,2,0.0
DH00884,SP006,1,0.0
DH00884,SP002,2,0.05
DH00885,SP002,1,0.0
DH00886,SP007,1,0.1
DH00886,SP003,4,0.0
DH00886,SP008,4,0.1
DH00887,SP007,3,0.0
DH00887,SP001,999,0.0
DH00887,SP005,2,0.1
DH00888,SP002,1,0.05
DH00889,SP008,3,0.0
DH00889,SP007,3,0.2
DH00889,SP002,2,0.0
DH00890,SP003,2,0.0
DH00890,SP007,5,0.05
DH00891,SP006,1,0.1
DH00891,SP001,-5,0.0
DH00892,SP003,5,0.1
DH00892,SP005,4,0.05
DH00892,SP002,1,0.0
DH00893,SP007,1,0.2
DH00894,SP003,1,0.2
DH00894,SP002,2,0.0
DH00895,SP003,1,0.2
DH00896,SP003,3,0.05
DH00896,SP005,2,0.05
DH00896,SP008,4,0.0
DH00897,SP005,4,0.1
DH00897,SP002,1,0.0
DH00898,SP001,2,0.0
DH00898,SP003,3,0.0
DH00899,SP002,3,0.0
DH00899,SP007,3,0.0
DH00899,SP003,3,0.1
DH00900,SP006,3,0.1
DH00900,SP002,1,0.0
DH00900,SP008,2,0.1
DH00901,SP007,1,0.0
DH00902,SP004,2,0.1
DH00902,SP001,-2,0.05
DH00902,SP006,3,0.0
DH00903,SP008,1,0.05
DH00903,SP003,4,0.1
DH00903,SP005,-4,0.0
DH00904,SP002,2,0.0
DH00904,SP004,3,0.0
DH00904,SP001,3,0.1
DH00905,SP008,4,0.0
DH00905,SP001,5,0.0
DH00905,SP007,1,0.1
DH00906,SP006,2,0.0
DH00907,SP001,3,0.0
DH00907,SP004,5,0.2
DH00907,SP002,5,0.1
DH00908,SP002,1,0.0
DH00908,SP007,2,0.2
DH00909,SP004,-5,0.0
DH00909,SP005,-4,0.05
DH00909,SP003,5,0.2
DH00910,SP001,4,0.0
DH00910,SP008,4,0.0
DH00911,SP003,2,0.2
DH00911,SP005,3,0.2
DH00912,SP007,4,0.0
DH00912,SP001,5,0.2
DH00913,SP003,2,0.0
DH00913,SP006,4,0.1
DH00913,SP001,2,0.2
DH00914,SP003,4,0.2
DH00914,SP002,1,0.2
DH00915,SP006,3,0.1
DH00916,SP006,4,0.05
DH00917,SP003,1,0.0
DH00917,SP007,5,0.1
DH00917,SP006,3,0.0
DH00918,SP007,3,0.05
DH00919,SP003,4,0.0
DH00919,SP001,1,0.05
DH00919,SP007,5,0.0
DH00920,SP005,4,0.0
DH00920,SP002,5,0.2
DH00920,SP007,3,0.1
DH00921,SP008,4,0.1
DH00921,SP006,5,0.1
DH00922,SP001,5,0.0
DH00922,SP008,4,0.0
DH00922,SP007,3,0.0
DH00923,SP006,4,0.2
DH00923,SP005,1,0.05
DH00924,SP005,3,0.0
DH00924,SP002,1,0.0
DH00924,SP006,2,0.0
DH00925,SP007,5,0.05
DH00925,SP002,1,0.0
DH00926,SP002,999,0.0
DH00926,SP007,1,0.1
DH00927,SP003,1,0.2
DH00928,SP007,3,0.2
DH00928,SP005,2,0.0
DH00929,SP005,4,0.2
DH00930,SP003,5,0.0
DH00930,SP002,4,0.0
DH00930,SP006,4,0.05
DH00931,SP002,1,0.0
DH00932,SP002,2,0.0
DH00932,SP001,2,0.2
DH00933,SP006,4,0.0
DH00934,SP008,2,0.0
DH00934,SP006,5,0.2
